"term","estimate","std.error","statistic","p.value","conf.low","conf.high","pct_per_cm","pct_per_5cm"
"length",0.0155284600154362,0.000778890719825224,19.9366350377376,1.95801114423684e-88,0.0140062268758833,0.0170602145924301,1.56496530517942,8.07360103346817
