"program","year","week","site","depth","BT","weekly_mean_temp","dhw","annual_max"
"TCRMP",2010,23,"Coculus Rock",7,30,29.7671324404762,0,0
"TCRMP",2010,23,"Magens Bay",7,29.6,28.9318928571428,0,0
"TCRMP",2011,23,"Castle",7,29.8,28.6218169642857,0,0
"TCRMP",2011,23,"Coculus Rock",7,30,28.5828794642857,0,0
"TCRMP",2011,23,"Magens Bay",7,29.6,27.6230044642857,0,0
"TCRMP",2012,23,"Castle",7,29.8,28.5596517857143,0,0
"TCRMP",2012,23,"Coculus Rock",7,30,28.7810104166667,0,0
"TCRMP",2012,23,"Magens Bay",7,29.6,28.0783452380952,0,0
"TCRMP",2013,23,"Castle",7,29.8,27.8446324404762,0,0
"TCRMP",2013,23,"Coculus Rock",7,30,27.9060223214286,0,0
"TCRMP",2013,23,"Magens Bay",7,29.6,27.5984479166667,0,0
"TCRMP",2014,23,"Castle",7,29.8,27.7604970238095,0,0
"TCRMP",2014,23,"Coculus Rock",7,30,28.2545297619048,0,0
"TCRMP",2014,23,"Magens Bay",7,29.6,27.4657738095238,0,0
"TCRMP",2015,23,"Castle",7,29.8,28.178087797619,0,0
"TCRMP",2015,23,"Coculus Rock",7,30,28.9296160714286,0,0
"TCRMP",2015,23,"Magens Bay",7,29.6,28.2194538690476,0,0
"TCRMP",2016,23,"Castle",7,29.8,28.5906086309524,0,0
"TCRMP",2016,23,"Coculus Rock",7,30,28.7687834821429,0,0
"TCRMP",2016,23,"Magens Bay",7,29.6,27.9808913690476,0,0
"TCRMP",2017,23,"Castle",7,29.8,28.6293794642857,0,0
"TCRMP",2017,23,"Magens Bay",7,29.6,28.2754166666667,0,0
"TCRMP",2018,23,"Castle",7,29.8,27.9746726190476,0,0
"TCRMP",2018,23,"Coculus Rock",7,30,28.5415193452381,0,0
"TCRMP",2018,23,"Magens Bay",7,29.6,28.0537038690476,0,0
"CSUN",2006,24,"West Little Lameshur",7,29.8508,28.892880952381,0,0
"CSUN",2007,24,"West Little Lameshur",7,29.8508,29.0560535714286,0,0
"CSUN",2008,24,"West Little Lameshur",7,29.8508,28.2808095238095,0,0
"CSUN",2009,24,"West Little Lameshur",7,29.8508,28.1899047619048,0,0
"CSUN",2010,24,"West Little Lameshur",7,29.8508,29.4055773809524,0,0
"CSUN",2011,24,"West Little Lameshur",7,29.8508,29.0377202380952,0,0
"CSUN",2012,24,"West Little Lameshur",7,29.8508,28.7510773809524,0,0
"CSUN",2013,24,"West Little Lameshur",7,29.8508,27.9304047619047,0,0
"CSUN",2014,24,"West Little Lameshur",7,29.8508,27.9054761904762,0,0
"CSUN",2015,24,"West Little Lameshur",7,29.8508,28.4568095238095,0,0
"CSUN",2016,24,"West Little Lameshur",7,29.8508,28.9789166666667,0,0
"CSUN",2017,24,"West Little Lameshur",7,29.8508,28.4735535714286,0,0
"CSUN",2018,24,"West Little Lameshur",7,29.8508,28.2194285714286,0,0
"TCRMP",2007,24,"Coculus Rock",7,30,29.1377738095238,0,0
"TCRMP",2007,24,"Magens Bay",7,29.6,28.7374761904762,0,0
"TCRMP",2008,24,"Coculus Rock",7,30,28.639340820802,0,0
"TCRMP",2008,24,"Magens Bay",7,29.6,27.888130952381,0,0
"TCRMP",2009,24,"Castle",7,29.8,28.2512723214286,0,0
"TCRMP",2009,24,"Coculus Rock",7,30,28.392900297619,0,0
"TCRMP",2009,24,"Magens Bay",7,29.6,27.6741220238095,0,0
"TCRMP",2010,24,"Castle",7,29.8,29.1686547619048,0,0
"TCRMP",2010,24,"Coculus Rock",7,30,29.5932477600251,0,0
"TCRMP",2010,24,"Magens Bay",7,29.6,28.7372842261905,0,0
"TCRMP",2011,24,"Castle",7,29.8,29.025744047619,0,0
"TCRMP",2011,24,"Coculus Rock",7,30,29.2367544642857,0,0
"TCRMP",2011,24,"Magens Bay",7,29.6,28.0928928571428,0,0
"TCRMP",2012,24,"Castle",7,29.8,28.7296071428572,0,0
"TCRMP",2012,24,"Coculus Rock",7,30,29.0379761904762,0,0
"TCRMP",2012,24,"Magens Bay",7,29.6,28.3832574404762,0,0
"TCRMP",2013,24,"Castle",7,29.8,28.0447961309524,0,0
"TCRMP",2013,24,"Coculus Rock",7,30,28.1416830357143,0,0
"TCRMP",2013,24,"Magens Bay",7,29.6,27.6197380952381,0,0
"TCRMP",2014,24,"Castle",7,29.8,27.9329419642857,0,0
"TCRMP",2014,24,"Coculus Rock",7,30,28.4056711309524,0,0
"TCRMP",2014,24,"Magens Bay",7,29.6,27.7671785714286,0,0
"TCRMP",2015,24,"Castle",7,29.8,28.3857202380952,0,0
"TCRMP",2015,24,"Coculus Rock",7,30,28.8907909226191,0,0
"TCRMP",2015,24,"Magens Bay",7,29.6,28.4601651785714,0,0
"TCRMP",2016,24,"Castle",7,29.8,28.9404717261905,0,0
"TCRMP",2016,24,"Coculus Rock",7,30,29.2946867559524,0,0
"TCRMP",2016,24,"Magens Bay",7,29.6,28.351255952381,0,0
"TCRMP",2017,24,"Castle",7,29.8,28.7335535714286,0,0
"TCRMP",2017,24,"Magens Bay",7,29.6,28.3970119047619,0,0
"TCRMP",2018,24,"Castle",7,29.8,28.0882901785714,0,0
"TCRMP",2018,24,"Coculus Rock",7,30,28.4780200892857,0,0
"TCRMP",2018,24,"Magens Bay",7,29.6,27.9409449404762,0,0
"CSUN",2006,25,"West Little Lameshur",7,29.8508,28.8638095238095,0,0
"CSUN",2007,25,"West Little Lameshur",7,29.8508,29.0489523809524,0,0
"CSUN",2008,25,"West Little Lameshur",7,29.8508,28.566619047619,0,0
"CSUN",2009,25,"West Little Lameshur",7,29.8508,28.3928452380952,0,0
"CSUN",2010,25,"West Little Lameshur",7,29.8508,28.9151309523809,0,0
"CSUN",2011,25,"West Little Lameshur",7,29.8508,29.1388214285714,0,0
"CSUN",2012,25,"West Little Lameshur",7,29.8508,28.8762559523809,0,0
"CSUN",2013,25,"West Little Lameshur",7,29.8508,27.9676011904762,0,0
"CSUN",2014,25,"West Little Lameshur",7,29.8508,28.0435595238095,0,0
"CSUN",2015,25,"West Little Lameshur",7,29.8508,28.511625,0,0
"CSUN",2016,25,"West Little Lameshur",7,29.8508,28.685994047619,0,0
"CSUN",2017,25,"West Little Lameshur",7,29.8508,28.4683571428571,0,0
"CSUN",2018,25,"West Little Lameshur",7,29.8508,28.2286666666667,0,0
"TCRMP",2006,25,"Coculus Rock",7,30,29.2038576388889,0,0
"TCRMP",2006,25,"Magens Bay",7,29.6,28.4781416666667,0,0
"TCRMP",2007,25,"Coculus Rock",7,30,29.3241577380952,0,0
"TCRMP",2007,25,"Magens Bay",7,29.6,28.7675357142857,0,0
"TCRMP",2008,25,"Coculus Rock",7,30,28.9136339285714,0,0
"TCRMP",2008,25,"Magens Bay",7,29.6,28.0679255952381,0,0
"TCRMP",2009,25,"Castle",7,29.8,28.3738913690476,0,0
"TCRMP",2009,25,"Coculus Rock",7,30,28.351462797619,0,0
"TCRMP",2009,25,"Magens Bay",7,29.6,28.0434345238095,0,0
"TCRMP",2010,25,"Castle",7,29.8,28.8590416666667,0,0
"TCRMP",2010,25,"Coculus Rock",7,30,28.8900252976191,0,0
"TCRMP",2010,25,"Magens Bay",7,29.6,28.4517321428571,0,0
"TCRMP",2011,25,"Castle",7,29.8,29.1347261904762,0,0
"TCRMP",2011,25,"Coculus Rock",7,30,29.4370610119047,0,0
"TCRMP",2011,25,"Magens Bay",7,29.6,28.4418363095238,0,0
"TCRMP",2012,25,"Castle",7,29.8,28.7724181547619,0,0
"TCRMP",2012,25,"Coculus Rock",7,30,29.0406800595238,0,0
"TCRMP",2012,25,"Magens Bay",7,29.6,28.4935535714286,0,0
"TCRMP",2013,25,"Castle",7,29.8,28.0348839285714,0,0
"TCRMP",2013,25,"Coculus Rock",7,30,27.9862544642857,0,0
"TCRMP",2013,25,"Magens Bay",7,29.6,27.7058214285714,0,0
"TCRMP",2014,25,"Castle",7,29.8,27.8421026785714,0,0
"TCRMP",2014,25,"Coculus Rock",7,30,28.4332648809524,0,0
"TCRMP",2014,25,"Magens Bay",7,29.6,27.9130193452381,0,0
"TCRMP",2015,25,"Castle",7,29.8,28.4151919642857,0,0
"TCRMP",2015,25,"Coculus Rock",7,30,28.8514575892857,0,0
"TCRMP",2015,25,"Magens Bay",7,29.6,28.3318244047619,0,0
"TCRMP",2016,25,"Castle",7,29.8,28.773650297619,0,0
"TCRMP",2016,25,"Coculus Rock",7,30,28.848234375,0,0
"TCRMP",2016,25,"Magens Bay",7,29.6,28.3895163690476,0,0
"TCRMP",2017,25,"Castle",7,29.8,28.5527708333333,0,0
"TCRMP",2017,25,"Magens Bay",7,29.6,28.3018363095238,0,0
"TCRMP",2018,25,"Castle",7,29.8,28.0590580357143,0,0
"TCRMP",2018,25,"Coculus Rock",7,30,28.3033735119048,0,0
"TCRMP",2018,25,"Magens Bay",7,29.6,27.8173422619048,0,0
"CSUN",2006,26,"West Little Lameshur",7,29.8508,28.9818035714286,0,0
"CSUN",2007,26,"West Little Lameshur",7,29.8508,29.1046190476191,0,0
"CSUN",2008,26,"West Little Lameshur",7,29.8508,28.3081964285714,0,0
"CSUN",2009,26,"West Little Lameshur",7,29.8508,28.8606666666666,0,0
"CSUN",2010,26,"West Little Lameshur",7,29.8508,29.3388690476191,0,0
"CSUN",2011,26,"West Little Lameshur",7,29.8508,28.7368869047619,0,0
"CSUN",2012,26,"West Little Lameshur",7,29.8508,28.9272976190476,0,0
"CSUN",2013,26,"West Little Lameshur",7,29.8508,28.0294761904762,0,0
"CSUN",2014,26,"West Little Lameshur",7,29.8508,28.3209761904762,0,0
"CSUN",2015,26,"West Little Lameshur",7,29.8508,28.3829761904762,0,0
"CSUN",2016,26,"West Little Lameshur",7,29.8508,28.7910714285714,0,0
"CSUN",2017,26,"West Little Lameshur",7,29.8508,28.612125,0,0
"CSUN",2018,26,"West Little Lameshur",7,29.8508,28.1153988095238,0,0
"TCRMP",2006,26,"Coculus Rock",7,30,29.3177648809524,0,0
"TCRMP",2006,26,"Magens Bay",7,29.6,28.6424166666667,0,0
"TCRMP",2007,26,"Coculus Rock",7,30,29.2735119047619,0,0
"TCRMP",2007,26,"Magens Bay",7,29.6,28.9678482142857,0,0
"TCRMP",2008,26,"Coculus Rock",7,30,28.4614032738095,0,0
"TCRMP",2008,26,"Magens Bay",7,29.6,27.9339880952381,0,0
"TCRMP",2009,26,"Castle",7,29.8,28.63746875,0,0
"TCRMP",2009,26,"Coculus Rock",7,30,29.013212797619,0,0
"TCRMP",2009,26,"Magens Bay",7,29.6,28.3896339285714,0,0
"TCRMP",2010,26,"Castle",7,29.8,29.3070044642857,0,0
"TCRMP",2010,26,"Coculus Rock",7,30,29.377380952381,0,0
"TCRMP",2010,26,"Magens Bay",7,29.6,28.6922633928571,0,0
"TCRMP",2011,26,"Castle",7,29.8,28.5941220238095,0,0
"TCRMP",2011,26,"Coculus Rock",7,30,28.8254241071428,0,0
"TCRMP",2011,26,"Magens Bay",7,29.6,28.3518110119047,0,0
"TCRMP",2012,26,"Castle",7,29.8,28.8579300595238,0,0
"TCRMP",2012,26,"Coculus Rock",7,30,29.0772886904762,0,0
"TCRMP",2012,26,"Magens Bay",7,29.6,28.5704047619048,0,0
"TCRMP",2013,26,"Castle",7,29.8,28.0015669642857,0,0
"TCRMP",2013,26,"Coculus Rock",7,30,28.2260550595238,0,0
"TCRMP",2013,26,"Magens Bay",7,29.6,27.8282068452381,0,0
"TCRMP",2014,26,"Castle",7,29.8,28.0238988095238,0,0
"TCRMP",2014,26,"Coculus Rock",7,30,28.7695654761905,0,0
"TCRMP",2014,26,"Magens Bay",7,29.6,28.0909747023809,0,0
"TCRMP",2015,26,"Castle",7,29.8,28.2591041666667,0,0
"TCRMP",2015,26,"Coculus Rock",7,30,28.5659464285714,0,0
"TCRMP",2015,26,"Magens Bay",7,29.6,28.1864553571429,0,0
"TCRMP",2016,26,"Castle",7,29.8,28.5225729166667,0,0
"TCRMP",2016,26,"Coculus Rock",7,30,28.8666480654762,0,0
"TCRMP",2016,26,"Magens Bay",7,29.6,28.3870729166667,0,0
"TCRMP",2017,26,"Castle",7,29.8,28.6718541666667,0,0
"TCRMP",2017,26,"Magens Bay",7,29.6,28.3019255952381,0,0
"TCRMP",2018,26,"Castle",7,29.8,28.0337678571428,0,0
"TCRMP",2018,26,"Coculus Rock",7,30,28.2975833333333,0,0
"TCRMP",2018,26,"Magens Bay",7,29.6,27.8775342261905,0,0
"CSUN",2006,27,"West Little Lameshur",7,29.8508,28.8163273809524,0,0
"CSUN",2007,27,"West Little Lameshur",7,29.8508,29.1359166666667,0,0
"CSUN",2008,27,"West Little Lameshur",7,29.8508,28.1305833333333,0,0
"CSUN",2009,27,"West Little Lameshur",7,29.8508,28.9992738095238,0,0
"CSUN",2010,27,"West Little Lameshur",7,29.8508,29.5484345238095,0,0
"CSUN",2011,27,"West Little Lameshur",7,29.8508,28.4037142857143,0,0
"CSUN",2012,27,"West Little Lameshur",7,29.8508,28.8177857142857,0,0
"CSUN",2013,27,"West Little Lameshur",7,29.8508,28.2064285714286,0,0
"CSUN",2014,27,"West Little Lameshur",7,29.8508,28.5619642857143,0,0
"CSUN",2015,27,"West Little Lameshur",7,29.8508,28.0475773809524,0,0
"CSUN",2016,27,"West Little Lameshur",7,29.8508,28.7251011904762,0,0
"CSUN",2017,27,"West Little Lameshur",7,29.8508,28.74725,0,0
"CSUN",2018,27,"West Little Lameshur",7,29.8508,28.3095,0,0
"TCRMP",2006,27,"Coculus Rock",7,30,29.0020208333333,0,0
"TCRMP",2006,27,"Magens Bay",7,29.6,28.7863511904762,0,0
"TCRMP",2007,27,"Coculus Rock",7,30,29.3559925595238,0,0
"TCRMP",2007,27,"Magens Bay",7,29.6,29.1585550595238,0,0
"TCRMP",2008,27,"Coculus Rock",7,30,28.3030967261905,0,0
"TCRMP",2008,27,"Magens Bay",7,29.6,27.7421175595238,0,0
"TCRMP",2009,27,"Castle",7,29.8,28.9719598214286,0,0
"TCRMP",2009,27,"Coculus Rock",7,30,29.1095,0,0
"TCRMP",2009,27,"Magens Bay",7,29.6,28.6304330357143,0,0
"TCRMP",2010,27,"Castle",7,29.8,29.3569241071429,0,0
"TCRMP",2010,27,"Coculus Rock",7,30,29.5865803571429,0,0
"TCRMP",2010,27,"Magens Bay",7,29.6,29.1412842261905,0,0
"TCRMP",2011,27,"Castle",7,29.8,28.3274925595238,0,0
"TCRMP",2011,27,"Coculus Rock",7,30,28.5488601190476,0,0
"TCRMP",2011,27,"Magens Bay",7,29.6,27.9644747023809,0,0
"TCRMP",2012,27,"Castle",7,29.8,28.7186904761905,0,0
"TCRMP",2012,27,"Coculus Rock",7,30,28.8819017857143,0,0
"TCRMP",2012,27,"Magens Bay",7,29.6,28.3478839285714,0,0
"TCRMP",2013,27,"Castle",7,29.8,28.1215476190476,0,0
"TCRMP",2013,27,"Coculus Rock",7,30,28.5375029761905,0,0
"TCRMP",2013,27,"Magens Bay",7,29.6,27.7864032738095,0,0
"TCRMP",2014,27,"Castle",7,29.8,28.2415699404762,0,0
"TCRMP",2014,27,"Coculus Rock",7,30,28.8174791666667,0,0
"TCRMP",2014,27,"Magens Bay",7,29.6,28.1999761904762,0,0
"TCRMP",2015,27,"Castle",7,29.8,28.1735223214286,0,0
"TCRMP",2015,27,"Coculus Rock",7,30,28.1938705357143,0,0
"TCRMP",2015,27,"Magens Bay",7,29.6,28.0914970238095,0,0
"TCRMP",2016,27,"Castle",7,29.8,28.67078125,0,0
"TCRMP",2016,27,"Coculus Rock",7,30,28.7641130952381,0,0
"TCRMP",2016,27,"Magens Bay",7,29.6,28.3113660714286,0,0
"TCRMP",2017,27,"Castle",7,29.8,28.7837425595238,0,0
"TCRMP",2017,27,"Magens Bay",7,29.6,28.7618839285714,0,0
"TCRMP",2018,27,"Castle",7,29.8,28.1971041666667,0,0
"TCRMP",2018,27,"Coculus Rock",7,30,28.5736443452381,0,0
"TCRMP",2018,27,"Magens Bay",7,29.6,28.0189300595238,0,0
"CSUN",2006,28,"West Little Lameshur",7,29.8508,28.6231071428572,0,0
"CSUN",2007,28,"West Little Lameshur",7,29.8508,28.9197380952381,0,0
"CSUN",2008,28,"West Little Lameshur",7,29.8508,28.125869047619,0,0
"CSUN",2009,28,"West Little Lameshur",7,29.8508,28.9221904761905,0,0
"CSUN",2010,28,"West Little Lameshur",7,29.8508,29.4620773809524,0,0
"CSUN",2011,28,"West Little Lameshur",7,29.8508,28.7054642857143,0,0
"CSUN",2012,28,"West Little Lameshur",7,29.8508,28.9486071428571,0,0
"CSUN",2013,28,"West Little Lameshur",7,29.8508,28.3605714285714,0,0
"CSUN",2014,28,"West Little Lameshur",7,29.8508,28.4121011904762,0,0
"CSUN",2015,28,"West Little Lameshur",7,29.8508,28.1591726190476,0,0
"CSUN",2016,28,"West Little Lameshur",7,29.8508,28.9918333333333,0,0
"CSUN",2017,28,"West Little Lameshur",7,29.8508,29.0624940476191,0,0
"CSUN",2018,28,"West Little Lameshur",7,29.8508,28.2321130952381,0,0
"TCRMP",2006,28,"Coculus Rock",7,30,28.8149285714286,0,0
"TCRMP",2006,28,"Magens Bay",7,29.6,28.4155208333333,0,0
"TCRMP",2007,28,"Coculus Rock",7,30,29.1376339285714,0,0
"TCRMP",2007,28,"Magens Bay",7,29.6,29.1177827380952,0,0
"TCRMP",2008,28,"Coculus Rock",7,30,28.4147991071429,0,0
"TCRMP",2008,28,"Magens Bay",7,29.6,27.7448794642857,0,0
"TCRMP",2009,28,"Castle",7,29.8,28.8649241071428,0,0
"TCRMP",2009,28,"Coculus Rock",7,30,29.0480654761905,0,0
"TCRMP",2009,28,"Magens Bay",7,29.6,28.6604270833333,0,0
"TCRMP",2010,28,"Castle",7,29.8,29.3408214285714,0,0
"TCRMP",2010,28,"Coculus Rock",7,30,29.4018110119048,0,0
"TCRMP",2010,28,"Magens Bay",7,29.6,29.1229389880952,0,0
"TCRMP",2011,28,"Castle",7,29.8,28.8305610119048,0,0
"TCRMP",2011,28,"Coculus Rock",7,30,29.0056443452381,0,0
"TCRMP",2011,28,"Magens Bay",7,29.6,28.2298452380952,0,0
"TCRMP",2012,28,"Castle",7,29.8,28.8460520833333,0,0
"TCRMP",2012,28,"Coculus Rock",7,30,29.0063452380952,0,0
"TCRMP",2012,28,"Magens Bay",7,29.6,28.5427470238095,0,0
"TCRMP",2013,28,"Castle",7,29.8,28.3353839285714,0,0
"TCRMP",2013,28,"Coculus Rock",7,30,28.5811130952381,0,0
"TCRMP",2013,28,"Magens Bay",7,29.6,28.2092485119048,0,0
"TCRMP",2014,28,"Castle",7,29.8,28.2608720238095,0,0
"TCRMP",2014,28,"Coculus Rock",7,30,28.6779151785714,0,0
"TCRMP",2014,28,"Magens Bay",7,29.6,28.2949866071428,0,0
"TCRMP",2015,28,"Castle",7,29.8,28.199318452381,0,0
"TCRMP",2015,28,"Coculus Rock",7,30,28.2788995535714,0,0
"TCRMP",2015,28,"Magens Bay",7,29.6,28.1598318452381,0,0
"TCRMP",2016,28,"Castle",7,29.8,28.9630818452381,0,0
"TCRMP",2016,28,"Coculus Rock",7,30,29.191640625,0,0
"TCRMP",2016,28,"Magens Bay",7,29.6,28.5156651785714,0,0
"TCRMP",2017,28,"Castle",7,29.8,29.1289910714285,0,0
"TCRMP",2017,28,"Magens Bay",7,29.6,28.8043348214286,0,0
"TCRMP",2018,28,"Castle",7,29.8,28.1391071428571,0,0
"TCRMP",2018,28,"Coculus Rock",7,30,28.3406793154762,0,0
"TCRMP",2018,28,"Magens Bay",7,29.6,27.9309047619048,0,0
"CSUN",2006,29,"West Little Lameshur",7,29.8508,28.7675,0,0
"CSUN",2007,29,"West Little Lameshur",7,29.8508,28.882994047619,0,0
"CSUN",2008,29,"West Little Lameshur",7,29.8508,28.3880833333333,0,0
"CSUN",2009,29,"West Little Lameshur",7,29.8508,28.9906309523809,0,0
"CSUN",2010,29,"West Little Lameshur",7,29.8508,29.007375,0,0
"CSUN",2011,29,"West Little Lameshur",7,29.8508,29.0293809523809,0,0
"CSUN",2012,29,"West Little Lameshur",7,29.8508,28.8466666666667,0,0
"CSUN",2013,29,"West Little Lameshur",7,29.8508,28.5500535714286,0,0
"CSUN",2014,29,"West Little Lameshur",7,29.8508,28.6419464285714,0,0
"CSUN",2015,29,"West Little Lameshur",7,29.8508,28.1659464285714,0,0
"CSUN",2016,29,"West Little Lameshur",7,29.8508,29.0955476190476,0,0
"CSUN",2017,29,"West Little Lameshur",7,29.8508,29.1023273809524,0,0
"CSUN",2018,29,"West Little Lameshur",7,29.8508,28.474,0,0
"TCRMP",2006,29,"Coculus Rock",7,30,28.998599702381,0,0
"TCRMP",2006,29,"Magens Bay",7,29.6,28.5278630952381,0,0
"TCRMP",2007,29,"Coculus Rock",7,30,29.0540252976191,0,0
"TCRMP",2007,29,"Magens Bay",7,29.6,28.9996488095238,0,0
"TCRMP",2008,29,"Coculus Rock",7,30,28.6133363095238,0,0
"TCRMP",2008,29,"Magens Bay",7,29.6,27.9413348214286,0,0
"TCRMP",2009,29,"Castle",7,29.8,28.7932261904762,0,0
"TCRMP",2009,29,"Coculus Rock",7,30,29.1457306547619,0,0
"TCRMP",2009,29,"Magens Bay",7,29.6,28.6688363095238,0,0
"TCRMP",2010,29,"Castle",7,29.8,28.9577752976191,0,0
"TCRMP",2010,29,"Coculus Rock",7,30,28.8660848214286,0,0
"TCRMP",2010,29,"Magens Bay",7,29.6,28.7856979166667,0,0
"TCRMP",2011,29,"Castle",7,29.8,29.0414353741497,0,0
"TCRMP",2011,29,"Coculus Rock",7,30,29.3631755952381,0,0
"TCRMP",2011,29,"Magens Bay",7,29.6,28.5531116071429,0,0
"TCRMP",2012,29,"Castle",7,29.8,28.8155907738095,0,0
"TCRMP",2012,29,"Coculus Rock",7,30,28.9819955357143,0,0
"TCRMP",2012,29,"Magens Bay",7,29.6,28.7915163690476,0,0
"TCRMP",2013,29,"Castle",7,29.8,28.4925208333333,0,0
"TCRMP",2013,29,"Coculus Rock",7,30,28.6654508928572,0,0
"TCRMP",2013,29,"Magens Bay",7,29.6,28.1836919642857,0,0
"TCRMP",2014,29,"Castle",7,29.8,28.4522886904762,0,0
"TCRMP",2014,29,"Coculus Rock",7,30,28.8361101190476,0,0
"TCRMP",2014,29,"Magens Bay",7,29.6,28.3578824404762,0,0
"TCRMP",2015,29,"Castle",7,29.8,28.1895729166667,0,0
"TCRMP",2015,29,"Coculus Rock",7,30,28.4032767857143,0,0
"TCRMP",2015,29,"Magens Bay",7,29.6,28.1620461309524,0,0
"TCRMP",2016,29,"Castle",7,29.8,28.9516696428571,0,0
"TCRMP",2016,29,"Coculus Rock",7,30,29.3326019345238,0,0
"TCRMP",2016,29,"Magens Bay",7,29.6,28.8276160714286,0,0
"TCRMP",2017,29,"Castle",7,29.8,29.1035535714286,0,0
"TCRMP",2017,29,"Magens Bay",7,29.6,28.8006726190476,0,0
"TCRMP",2018,29,"Castle",7,29.8,28.4089047619048,0,0
"TCRMP",2018,29,"Coculus Rock",7,30,28.8011830357143,0,0
"TCRMP",2018,29,"Magens Bay",7,29.6,28.204474702381,0,0
"CSUN",2006,30,"West Little Lameshur",7,29.8508,28.6692619047619,0,0
"CSUN",2007,30,"West Little Lameshur",7,29.8508,28.955775,0,0
"CSUN",2008,30,"West Little Lameshur",7,29.8508,28.6372380952381,0,0
"CSUN",2009,30,"West Little Lameshur",7,29.8508,28.7259166666667,0,0
"CSUN",2010,30,"West Little Lameshur",7,29.8508,29.3955714285714,0,0
"CSUN",2011,30,"West Little Lameshur",7,29.8508,28.9282797619048,0,0
"CSUN",2012,30,"West Little Lameshur",7,29.8508,28.8671011904762,0,0
"CSUN",2013,30,"West Little Lameshur",7,29.8508,28.750130952381,0,0
"CSUN",2014,30,"West Little Lameshur",7,29.8508,28.599,0,0
"CSUN",2015,30,"West Little Lameshur",7,29.8508,28.5048154761905,0,0
"CSUN",2016,30,"West Little Lameshur",7,29.8508,29.2723333333333,0,0
"CSUN",2017,30,"West Little Lameshur",7,29.8508,29.2961488095238,0,0
"CSUN",2018,30,"West Little Lameshur",7,29.8508,28.6722678571428,0,0
"TCRMP",2006,30,"Coculus Rock",7,30,28.7654181547619,0,0
"TCRMP",2006,30,"Magens Bay",7,29.6,28.5202470238095,0,0
"TCRMP",2007,30,"Coculus Rock",7,30,29.3101041666667,0,0
"TCRMP",2007,30,"Magens Bay",7,29.6,29.2032663690476,0,0
"TCRMP",2008,30,"Coculus Rock",7,30,28.9910119047619,0,0
"TCRMP",2008,30,"Magens Bay",7,29.6,28.1636696428571,0,0
"TCRMP",2009,30,"Castle",7,29.8,28.4894791666667,0,0
"TCRMP",2009,30,"Coculus Rock",7,30,28.8355357142857,0,0
"TCRMP",2009,30,"Magens Bay",7,29.6,28.3938943452381,0,0
"TCRMP",2010,30,"Castle",7,29.8,29.3851011904762,0,0
"TCRMP",2010,30,"Coculus Rock",7,30,29.4477395833333,0,0
"TCRMP",2010,30,"Magens Bay",7,29.6,29.0857782738095,0,0
"TCRMP",2011,30,"Castle",7,29.8,29.0220267857143,0,0
"TCRMP",2011,30,"Coculus Rock",7,30,29.278099702381,0,0
"TCRMP",2011,30,"Magens Bay",7,29.6,28.7513883928571,0,0
"TCRMP",2012,30,"Castle",7,29.8,28.9077053571429,0,0
"TCRMP",2012,30,"Coculus Rock",7,30,29.2027351190476,0,0
"TCRMP",2012,30,"Magens Bay",7,29.6,28.7476919642857,0,0
"TCRMP",2013,30,"Castle",7,29.8,28.5302485119048,0,0
"TCRMP",2013,30,"Coculus Rock",7,30,28.8525758928572,0,0
"TCRMP",2013,30,"Magens Bay",7,29.6,28.410375,0,0
"TCRMP",2014,30,"Castle",7,29.8,28.4929166666667,0,0
"TCRMP",2014,30,"Coculus Rock",7,30,28.9300654761905,0,0
"TCRMP",2014,30,"Magens Bay",7,29.6,28.3531860119048,0,0
"TCRMP",2015,30,"Castle",7,29.8,28.5108571428572,0,0
"TCRMP",2015,30,"Coculus Rock",7,30,28.8607619047619,0,0
"TCRMP",2015,30,"Magens Bay",7,29.6,28.52471875,0,0
"TCRMP",2016,30,"Castle",7,29.8,29.1686160714286,0,0
"TCRMP",2016,30,"Coculus Rock",7,30,29.3093936011905,0,0
"TCRMP",2016,30,"Magens Bay",7,29.6,28.9660967261905,0,0
"TCRMP",2017,30,"Castle",7,29.8,29.4189464285714,0,0
"TCRMP",2017,30,"Magens Bay",7,29.6,28.9033020833333,0,0
"TCRMP",2018,30,"Castle",7,29.8,28.4567366071429,0,0
"TCRMP",2018,30,"Coculus Rock",7,30,28.9038779761905,0,0
"TCRMP",2018,30,"Magens Bay",7,29.6,28.3967901785714,0,0
"CSUN",2006,31,"West Little Lameshur",7,29.8508,28.403375,0,0
"CSUN",2007,31,"West Little Lameshur",7,29.8508,28.9118214285714,0,0
"CSUN",2008,31,"West Little Lameshur",7,29.8508,28.7859880952381,0,0
"CSUN",2009,31,"West Little Lameshur",7,29.8508,28.6911805555555,0,0
"CSUN",2010,31,"West Little Lameshur",7,29.8508,29.6080178571429,0,0
"CSUN",2011,31,"West Little Lameshur",7,29.8508,28.9445892857143,0,0
"CSUN",2012,31,"West Little Lameshur",7,29.8508,28.7599464285714,0,0
"CSUN",2013,31,"West Little Lameshur",7,29.8508,29.0701904761905,0,0
"CSUN",2014,31,"West Little Lameshur",7,29.8508,28.7116547619048,0,0
"CSUN",2015,31,"West Little Lameshur",7,29.8508,28.5795912698413,0,0
"CSUN",2016,31,"West Little Lameshur",7,29.8508,29.0621547619048,0,0
"CSUN",2017,31,"West Little Lameshur",7,29.8508,29.3553333333333,0,0
"CSUN",2018,31,"West Little Lameshur",7,29.8508,28.6034047619048,0,0
